No.,X,Y,Z,Displacement [mm]
2024-09-09T17:17:14.173,       0.03,       -0.09,       -0.11,       0.14
2024-09-09T17:17:14.720,       0.02,       -0.08,       -0.12,       0.14
2024-09-09T17:17:15.236,       0.02,       -0.09,       -0.09,       0.13
2024-09-09T17:17:15.752,       0.03,       -0.08,       -0.08,       0.12
2024-09-09T17:17:16.252,       0.02,       -0.07,       -0.10,       0.13
2024-09-09T17:17:16.771,       0.03,       -0.09,       -0.07,       0.12
2024-09-09T17:17:17.283,       0.04,       -0.10,       -0.14,       0.18
2024-09-09T17:17:17.800,       0.02,       -0.08,       -0.08,       0.11
2024-09-09T17:17:18.349,       0.03,       -0.09,       -0.13,       0.16
2024-09-09T17:17:18.849,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:17:19.366,       0.03,       -0.08,       -0.07,       0.11
2024-09-09T17:17:19.882,       0.05,       -0.10,       -0.14,       0.17
2024-09-09T17:17:20.430,       0.05,       -0.12,       -0.12,       0.18
2024-09-09T17:17:20.948,       0.03,       -0.08,       -0.06,       0.10
2024-09-09T17:17:21.465,       0.01,       -0.06,       -0.04,       0.08
2024-09-09T17:17:21.979,       0.02,       -0.09,       -0.12,       0.15
2024-09-09T17:17:22.479,       0.03,       -0.08,       -0.10,       0.13
2024-09-09T17:17:22.994,       0.03,       -0.08,       -0.09,       0.12
2024-09-09T17:17:23.546,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:17:24.061,       0.02,       -0.07,       -0.09,       0.12
2024-09-09T17:17:24.577,       0.02,       -0.07,       -0.07,       0.10
2024-09-09T17:17:25.092,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:17:25.592,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:17:26.108,       0.02,       -0.10,       -0.17,       0.20
2024-09-09T17:17:26.624,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:17:27.140,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:17:27.691,       0.02,       -0.08,       -0.11,       0.14
2024-09-09T17:17:28.206,       0.03,       -0.09,       -0.11,       0.15
2024-09-09T17:17:28.707,       0.02,       -0.07,       -0.09,       0.12
2024-09-09T17:17:29.222,       0.04,       -0.09,       -0.12,       0.16
2024-09-09T17:17:29.738,       0.01,       -0.06,       -0.12,       0.13
2024-09-09T17:17:30.255,       0.02,       -0.08,       -0.11,       0.14
2024-09-09T17:17:30.805,       0.03,       -0.09,       -0.11,       0.14
2024-09-09T17:17:31.319,       0.02,       -0.09,       -0.09,       0.13
2024-09-09T17:17:31.834,       0.03,       -0.09,       -0.08,       0.13
2024-09-09T17:17:32.352,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:17:32.853,       0.03,       -0.10,       -0.10,       0.14
2024-09-09T17:17:33.367,       0.04,       -0.08,       -0.12,       0.15
2024-09-09T17:17:33.882,       0.02,       -0.08,       -0.08,       0.11
2024-09-09T17:17:34.432,       0.03,       -0.09,       -0.11,       0.15
2024-09-09T17:17:34.949,       0.05,       -0.10,       -0.12,       0.16
2024-09-09T17:17:35.664,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:17:36.216,       0.03,       -0.09,       -0.10,       0.13
2024-09-09T17:17:36.730,       0.01,       -0.08,       -0.07,       0.11
2024-09-09T17:17:37.247,       0.02,       -0.08,       -0.08,       0.12
2024-09-09T17:17:37.796,       0.03,       -0.10,       -0.12,       0.16
2024-09-09T17:17:38.311,       0.03,       -0.10,       -0.09,       0.14
2024-09-09T17:17:38.827,       0.03,       -0.09,       -0.09,       0.13
2024-09-09T17:17:39.395,       0.03,       -0.09,       -0.13,       0.16
2024-09-09T17:17:39.910,       0.04,       -0.09,       -0.09,       0.13
2024-09-09T17:17:40.410,       0.04,       -0.10,       -0.09,       0.14
2024-09-09T17:17:40.925,       0.03,       -0.08,       -0.11,       0.14
2024-09-09T17:17:41.443,       0.04,       -0.12,       -0.14,       0.18
2024-09-09T17:17:41.992,       0.03,       -0.09,       -0.13,       0.16
2024-09-09T17:17:42.507,       0.03,       -0.10,       -0.10,       0.15
2024-09-09T17:17:43.023,       0.02,       -0.09,       -0.10,       0.13
2024-09-09T17:17:43.539,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:17:44.090,       0.03,       -0.08,       -0.10,       0.13
2024-09-09T17:17:44.606,       0.03,       -0.07,       -0.11,       0.13
2024-09-09T17:17:45.122,       0.03,       -0.09,       -0.11,       0.15
2024-09-09T17:17:45.671,       0.02,       -0.08,       -0.12,       0.15
2024-09-09T17:17:46.187,       0.03,       -0.07,       -0.12,       0.14
2024-09-09T17:17:46.705,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:17:47.218,       0.04,       -0.10,       -0.13,       0.17
2024-09-09T17:17:47.720,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:17:48.236,       0.02,       -0.08,       -0.12,       0.14
2024-09-09T17:17:48.750,       0.03,       -0.09,       -0.11,       0.14
2024-09-09T17:17:49.266,       0.02,       -0.09,       -0.13,       0.16
2024-09-09T17:17:49.766,       0.01,       -0.07,       -0.11,       0.13
2024-09-09T17:17:50.283,       0.02,       -0.09,       -0.11,       0.14
2024-09-09T17:17:50.799,       0.04,       -0.11,       -0.13,       0.17
2024-09-09T17:17:51.299,       0.03,       -0.11,       -0.11,       0.16
2024-09-09T17:17:51.815,       0.02,       -0.09,       -0.12,       0.15
2024-09-09T17:17:52.363,       0.04,       -0.09,       -0.08,       0.12
2024-09-09T17:17:52.881,       0.02,       -0.09,       -0.11,       0.15
2024-09-09T17:17:53.382,       0.03,       -0.09,       -0.15,       0.18
2024-09-09T17:17:53.894,       0.02,       -0.09,       -0.14,       0.17
2024-09-09T17:17:54.396,       0.04,       -0.09,       -0.12,       0.16
2024-09-09T17:17:54.910,       0.03,       -0.10,       -0.14,       0.17
2024-09-09T17:17:55.427,       0.03,       -0.09,       -0.09,       0.13
2024-09-09T17:17:55.943,       0.03,       -0.09,       -0.13,       0.16
2024-09-09T17:17:56.491,       0.03,       -0.07,       -0.09,       0.12
2024-09-09T17:17:57.007,       0.02,       -0.10,       -0.09,       0.14
2024-09-09T17:17:57.526,       0.03,       -0.10,       -0.10,       0.14
2024-09-09T17:17:58.076,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:17:58.591,       0.03,       -0.09,       -0.07,       0.12
2024-09-09T17:17:59.107,       0.03,       -0.08,       -0.10,       0.13
2024-09-09T17:17:59.622,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:18:00.123,       0.02,       -0.07,       -0.07,       0.10
2024-09-09T17:18:00.639,       0.02,       -0.07,       -0.09,       0.12
2024-09-09T17:18:01.154,       0.02,       -0.07,       -0.06,       0.10
2024-09-09T17:18:01.705,       0.03,       -0.08,       -0.09,       0.13
2024-09-09T17:18:02.222,       0.02,       -0.09,       -0.10,       0.14
2024-09-09T17:18:02.735,       0.02,       -0.07,       -0.06,       0.09
2024-09-09T17:18:03.250,       0.04,       -0.09,       -0.09,       0.13
2024-09-09T17:18:03.750,       0.03,       -0.10,       -0.09,       0.13
2024-09-09T17:18:04.268,       0.02,       -0.09,       -0.09,       0.13
2024-09-09T17:18:04.783,       0.01,       -0.09,       -0.08,       0.11
2024-09-09T17:18:05.282,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:05.799,       0.02,       -0.08,       -0.11,       0.13
2024-09-09T17:18:06.316,       0.02,       -0.09,       -0.12,       0.16
2024-09-09T17:18:06.831,       0.04,       -0.11,       -0.11,       0.16
2024-09-09T17:18:07.346,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:07.845,       0.04,       -0.09,       -0.12,       0.15
2024-09-09T17:18:08.363,       0.03,       -0.10,       -0.10,       0.15
2024-09-09T17:18:08.880,       0.02,       -0.09,       -0.11,       0.14
2024-09-09T17:18:09.394,       0.02,       -0.09,       -0.16,       0.18
2024-09-09T17:18:09.912,       0.03,       -0.08,       -0.12,       0.15
2024-09-09T17:18:10.412,       0.04,       -0.09,       -0.08,       0.12
2024-09-09T17:18:10.975,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:18:11.475,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:18:11.993,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:18:12.510,       0.02,       -0.11,       -0.12,       0.16
2024-09-09T17:18:13.024,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:18:13.540,       0.02,       -0.09,       -0.12,       0.15
2024-09-09T17:18:14.041,       0.03,       -0.07,       -0.06,       0.10
2024-09-09T17:18:14.557,       0.01,       -0.07,       -0.11,       0.13
2024-09-09T17:18:15.073,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:18:15.573,       0.02,       -0.09,       -0.12,       0.15
2024-09-09T17:18:16.088,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:18:16.587,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:18:17.104,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:17.669,       0.02,       -0.08,       -0.07,       0.11
2024-09-09T17:18:18.169,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:18:18.686,       0.03,       -0.09,       -0.08,       0.12
2024-09-09T17:18:19.202,       0.02,       -0.06,       -0.08,       0.11
2024-09-09T17:18:19.718,       0.03,       -0.10,       -0.13,       0.16
2024-09-09T17:18:20.218,       0.03,       -0.09,       -0.11,       0.14
2024-09-09T17:18:20.735,       0.03,       -0.10,       -0.14,       0.17
2024-09-09T17:18:21.250,       0.02,       -0.07,       -0.10,       0.12
2024-09-09T17:18:21.814,       0.03,       -0.09,       -0.15,       0.18
2024-09-09T17:18:22.314,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:18:22.832,       0.03,       -0.09,       -0.07,       0.12
2024-09-09T17:18:23.379,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:23.899,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:18:24.411,       0.03,       -0.09,       -0.13,       0.16
2024-09-09T17:18:24.911,       0.04,       -0.09,       -0.13,       0.16
2024-09-09T17:18:25.430,       0.03,       -0.09,       -0.08,       0.12
2024-09-09T17:18:25.944,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:18:26.460,       0.01,       -0.08,       -0.12,       0.14
2024-09-09T17:18:26.975,       0.02,       -0.09,       -0.12,       0.16
2024-09-09T17:18:27.526,       0.02,       -0.09,       -0.11,       0.14
2024-09-09T17:18:28.043,       0.03,       -0.11,       -0.12,       0.16
2024-09-09T17:18:28.593,       0.03,       -0.10,       -0.12,       0.16
2024-09-09T17:18:29.092,       0.02,       -0.08,       -0.13,       0.16
2024-09-09T17:18:29.606,       0.02,       -0.09,       -0.12,       0.15
2024-09-09T17:18:30.107,       0.02,       -0.09,       -0.11,       0.14
2024-09-09T17:18:30.622,       0.03,       -0.09,       -0.11,       0.14
2024-09-09T17:18:31.171,       0.02,       -0.09,       -0.14,       0.16
2024-09-09T17:18:31.688,       0.02,       -0.09,       -0.11,       0.14
2024-09-09T17:18:32.204,       0.03,       -0.09,       -0.07,       0.12
2024-09-09T17:18:32.753,       0.04,       -0.09,       -0.11,       0.15
2024-09-09T17:18:33.270,       0.02,       -0.07,       -0.11,       0.13
2024-09-09T17:18:33.817,       0.03,       -0.10,       -0.09,       0.13
2024-09-09T17:18:34.336,       0.03,       -0.09,       -0.16,       0.19
2024-09-09T17:18:34.851,       0.03,       -0.08,       -0.13,       0.15
2024-09-09T17:18:35.370,       0.02,       -0.08,       -0.07,       0.11
2024-09-09T17:18:35.884,       0.03,       -0.08,       -0.12,       0.14
2024-09-09T17:18:36.435,       0.02,       -0.08,       -0.11,       0.13
2024-09-09T17:18:36.949,       0.02,       -0.10,       -0.15,       0.18
2024-09-09T17:18:37.467,       0.02,       -0.08,       -0.11,       0.14
2024-09-09T17:18:38.015,       0.02,       -0.07,       -0.09,       0.11
2024-09-09T17:18:38.532,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:39.033,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:18:39.547,       0.02,       -0.08,       -0.13,       0.16
2024-09-09T17:18:40.062,       0.03,       -0.10,       -0.09,       0.13
2024-09-09T17:18:40.610,       0.04,       -0.10,       -0.11,       0.15
2024-09-09T17:18:41.127,       0.03,       -0.09,       -0.09,       0.13
2024-09-09T17:18:41.645,       0.03,       -0.07,       -0.13,       0.15
2024-09-09T17:18:42.160,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:42.661,       0.02,       -0.08,       -0.11,       0.14
2024-09-09T17:18:43.175,       0.04,       -0.11,       -0.11,       0.16
2024-09-09T17:18:43.692,       0.03,       -0.11,       -0.13,       0.17
2024-09-09T17:18:44.241,       0.02,       -0.08,       -0.08,       0.11
2024-09-09T17:18:44.759,       0.03,       -0.10,       -0.09,       0.14
2024-09-09T17:18:45.306,       0.03,       -0.10,       -0.12,       0.16
2024-09-09T17:18:45.824,       0.02,       -0.10,       -0.14,       0.17
2024-09-09T17:18:46.373,       0.03,       -0.11,       -0.15,       0.19
2024-09-09T17:18:46.888,       0.03,       -0.09,       -0.08,       0.13
2024-09-09T17:18:47.403,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:47.920,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:48.420,       0.02,       -0.08,       -0.07,       0.11
2024-09-09T17:18:48.935,       0.03,       -0.09,       -0.05,       0.11
2024-09-09T17:18:49.451,       0.02,       -0.08,       -0.09,       0.13
2024-09-09T17:18:49.952,       0.03,       -0.09,       -0.10,       0.13
2024-09-09T17:18:50.468,       0.03,       -0.08,       -0.11,       0.14
2024-09-09T17:18:51.018,       0.03,       -0.08,       -0.08,       0.11
2024-09-09T17:18:51.533,       0.03,       -0.09,       -0.12,       0.15
2024-09-09T17:18:52.048,       0.03,       -0.08,       -0.09,       0.12
2024-09-09T17:18:52.549,       0.04,       -0.10,       -0.12,       0.16
2024-09-09T17:18:53.065,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:18:53.583,       0.02,       -0.08,       -0.07,       0.11
2024-09-09T17:18:54.129,       0.03,       -0.09,       -0.10,       0.14
2024-09-09T17:18:54.646,       0.03,       -0.08,       -0.09,       0.12
2024-09-09T17:18:55.164,       0.03,       -0.08,       -0.11,       0.14
2024-09-09T17:18:55.730,       0.02,       -0.08,       -0.13,       0.15
2024-09-09T17:18:56.278,       0.03,       -0.09,       -0.08,       0.12
2024-09-09T17:18:56.796,       0.04,       -0.10,       -0.07,       0.12
2024-09-09T17:18:57.311,       0.03,       -0.08,       -0.07,       0.11
2024-09-09T17:18:57.860,       0.03,       -0.08,       -0.07,       0.11
2024-09-09T17:18:58.378,       0.02,       -0.09,       -0.12,       0.15
2024-09-09T17:18:58.894,       0.02,       -0.08,       -0.09,       0.12
2024-09-09T17:18:59.458,       0.03,       -0.10,       -0.11,       0.15
2024-09-09T17:18:59.958,       0.03,       -0.07,       -0.09,       0.12
2024-09-09T17:19:00.473,       0.04,       -0.11,       -0.10,       0.15
2024-09-09T17:19:00.988,       0.03,       -0.10,       -0.09,       0.14
2024-09-09T17:19:01.508,       0.02,       -0.07,       -0.07,       0.10
2024-09-09T17:19:02.055,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:19:02.571,       0.03,       -0.11,       -0.10,       0.15
2024-09-09T17:19:03.088,       0.04,       -0.11,       -0.10,       0.15
2024-09-09T17:19:03.588,       0.03,       -0.08,       -0.04,       0.10
2024-09-09T17:19:04.138,       0.02,       -0.11,       -0.13,       0.18
2024-09-09T17:19:04.687,       0.02,       -0.09,       -0.08,       0.13
2024-09-09T17:19:05.201,       0.04,       -0.09,       -0.09,       0.13
2024-09-09T17:19:05.702,       0.04,       -0.09,       -0.14,       0.17
2024-09-09T17:19:06.217,       0.01,       -0.08,       -0.10,       0.13
2024-09-09T17:19:06.734,       0.03,       -0.08,       -0.09,       0.13
2024-09-09T17:19:07.234,       0.03,       -0.08,       -0.09,       0.12
2024-09-09T17:19:07.749,       0.04,       -0.10,       -0.13,       0.17
2024-09-09T17:19:08.264,       0.03,       -0.08,       -0.10,       0.13
2024-09-09T17:19:08.830,       0.02,       -0.07,       -0.09,       0.12
2024-09-09T17:19:09.331,       0.02,       -0.07,       -0.11,       0.14
2024-09-09T17:19:09.847,       0.02,       -0.08,       -0.10,       0.13
2024-09-09T17:19:10.362,       0.03,       -0.09,       -0.08,       0.13
2024-09-09T17:19:10.864,       0.03,       -0.08,       -0.14,       0.16
2024-09-09T17:19:11.378,       0.03,       -0.11,       -0.14,       0.18
